12:48:59 PM	143500.455
12:48:59 PM	142285.769
12:49:00 PM	142221.995
12:49:00 PM	141592.502
12:49:01 PM	141423.641
12:49:01 PM	140916.337
12:49:02 PM	140333.514
12:49:02 PM	140440.559
12:49:03 PM	140027.009
12:49:03 PM	139370.522
12:49:04 PM	139233.291
12:49:04 PM	139641.071
12:49:05 PM	139512.081
12:49:05 PM	139096.162
12:49:06 PM	139025.486
12:49:06 PM	139037.231
12:49:07 PM	138525.291
12:49:07 PM	138093.711
12:49:08 PM	138652.323
12:49:08 PM	137866.331
12:49:09 PM	137877.355
12:49:09 PM	137647.914
12:49:10 PM	137501.410
12:49:10 PM	137851.083
12:49:11 PM	137601.552
12:49:11 PM	137333.168
12:49:12 PM	137537.779
12:49:12 PM	137574.662
12:49:13 PM	137184.294
12:49:13 PM	136923.430
12:49:14 PM	137300.508
12:49:14 PM	137168.943
12:49:15 PM	136690.177
12:49:15 PM	136648.348
12:49:16 PM	136520.904
12:49:16 PM	136962.374
12:49:17 PM	136725.722
12:49:17 PM	136639.797
12:49:18 PM	136677.093
12:49:18 PM	136736.230
12:49:19 PM	136120.336
12:49:19 PM	136644.330
12:49:20 PM	136576.951
12:49:20 PM	136286.312
12:49:21 PM	136529.352
12:49:21 PM	135813.728
12:49:22 PM	135733.264
12:49:22 PM	135668.667
12:49:23 PM	136307.124
12:49:23 PM	135567.391
12:49:24 PM	135960.129
12:49:24 PM	135545.447
12:49:25 PM	135813.007
12:49:25 PM	135787.560
12:49:26 PM	135899.447
12:49:26 PM	135459.316
12:49:27 PM	135326.927
12:49:27 PM	135850.715
12:49:28 PM	135827.019
12:49:28 PM	135733.986
12:49:29 PM	135324.248
12:49:29 PM	135395.955
12:49:30 PM	135031.549
12:49:30 PM	135442.729
12:49:31 PM	135491.976
12:49:31 PM	134867.942
12:49:32 PM	135387.713
12:49:32 PM	135242.445
12:49:33 PM	134616.351
12:49:33 PM	134906.577
12:49:34 PM	134824.362
12:49:34 PM	134533.620
12:49:35 PM	135204.634
12:49:35 PM	134825.186
12:49:36 PM	134526.100
12:49:36 PM	135094.189
12:49:37 PM	134681.670
12:49:37 PM	134842.804
12:49:38 PM	134949.437
12:49:38 PM	134939.752
12:49:39 PM	134506.524
12:49:39 PM	134186.626
12:49:40 PM	134691.973
12:49:40 PM	134737.717
12:49:41 PM	134712.475
12:49:41 PM	134670.749
12:49:42 PM	134660.653
12:49:42 PM	134086.896
12:49:43 PM	134506.009
12:49:43 PM	133431.028
12:49:44 PM	134451.611
12:49:44 PM	133969.858
12:49:45 PM	134173.336
12:49:45 PM	135107.068
12:49:46 PM	135135.503
12:49:46 PM	135278.298
12:49:47 PM	135069.257
12:49:47 PM	137115.060
12:49:48 PM	137169.046
12:49:48 PM	137193.154
12:49:49 PM	137344.088
12:49:49 PM	134426.988
12:49:50 PM	132579.202
12:49:50 PM	134516.827
12:49:51 PM	133821.808
12:49:51 PM	134936.558
12:49:52 PM	135282.625
12:49:52 PM	134700.318
12:49:53 PM	134400.201
12:49:53 PM	134760.795
12:49:54 PM	134493.749
12:49:54 PM	138656.032
12:49:55 PM	137673.465
12:49:55 PM	135401.209
12:49:56 PM	133319.244
12:49:56 PM	133016.860
12:49:57 PM	133159.758
12:49:57 PM	132954.632
12:49:58 PM	132982.243
12:49:58 PM	133359.321
12:49:59 PM	133510.358
12:49:59 PM	132807.922
12:50:00 PM	132625.049
12:50:00 PM	133250.010
12:50:01 PM	132477.309
12:50:01 PM	133446.997
12:50:02 PM	133588.041
12:50:02 PM	132608.050
12:50:03 PM	132409.517
12:50:03 PM	132492.969
12:50:04 PM	132433.316
12:50:04 PM	132515.841
12:50:05 PM	132433.832
12:50:05 PM	132689.338
12:50:06 PM	132892.095
12:50:06 PM	132856.447
12:50:07 PM	132694.386
12:50:07 PM	132618.043
12:50:08 PM	132672.854
12:50:08 PM	132138.248
12:50:09 PM	132524.598
12:50:09 PM	132316.278
12:50:10 PM	132011.422
12:50:10 PM	131872.233
12:50:11 PM	132551.797
12:50:11 PM	132305.666
12:50:12 PM	132120.424
12:50:12 PM	132050.984
12:50:13 PM	131825.458
12:50:13 PM	132373.561
12:50:14 PM	132290.418
12:50:14 PM	132005.549
12:50:15 PM	132008.949
12:50:15 PM	131488.252
12:50:16 PM	131525.238
12:50:16 PM	131728.922
12:50:17 PM	131819.483
12:50:17 PM	131987.520
12:50:18 PM	131744.376
12:50:18 PM	131991.125
12:50:19 PM	131427.878
12:50:19 PM	131200.807
12:50:20 PM	131344.632
12:50:20 PM	131090.156
12:50:21 PM	131790.326
12:50:21 PM	131708.729
12:50:22 PM	131670.300
12:50:22 PM	131677.306
12:50:23 PM	131233.570
12:50:23 PM	131395.631
12:50:24 PM	131623.011
12:50:24 PM	131571.909
12:50:25 PM	130893.890
12:50:25 PM	131036.788
12:50:26 PM	130778.603
