Time(s):,Tower T:,Tower TEMP,Room T:,Room TEMP,PID,P:,I:,D:,Mass: ,Mass/10,MassRate: ,Average (MassRate * 100),Freq: ,Frequency Average,Epsilon: 
6144,85.37,85.37,97.5,97.5,135,133,100,1.13,1282.1,128.21,0.02,3.2,145000,145558.8235,12.02
6145,85.37,85.37,97.5,97.5,135,133,100,0,1282,128.2,0.02,3.16,146000,145544.1176,11.81
6145,85.37,85.37,97.5,97.5,135,133,100,0,1282.03,128.203,-0.04,3.08,145500,145529.4118,11.92
6146,85.37,85.37,85.37,97.5,135,133,100,0,1282.13,128.213,-0.04,3.12,145000,145529.4118,12.02
6147,85.44,85.44,97.5,97.5,135,132.5,100,-1.13,1282.15,128.215,-0.03,3.08,145500,145529.4118,11.9
6148,85.37,85.37,97.5,97.5,135,133,100,1.13,1282.25,128.225,-0.03,3.12,146000,145558.8235,11.81
6149,85.44,85.44,97.5,97.5,135,132.5,100,-1.13,1282.19,128.219,-0.03,3,145500,145558.8235,11.9
6150,85.44,85.44,97.5,97.5,135,132.5,100,0,1282.31,128.231,-0.01,2.88,145500,145544.1176,11.9
6150,85.44,85.44,97.5,97.5,135,132.5,100,0,1282.17,128.217,-0.03,2.76,145500,145514.7059,11.9
6151,85.37,85.37,97.5,97.5,135,133,100,1.13,1282.38,128.238,-0.01,2.6,146000,145514.7059,11.81
6152,85.44,85.44,97.5,97.5,135,132.5,100,-1.13,1282.28,128.228,0.02,2.4,145500,145500,11.9
6153,85.44,85.44,97.5,97.5,135,132.5,100,0,1282.29,128.229,0.02,2.36,145500,145500,11.9
6154,85.44,85.44,97.5,97.5,135,132.5,100,0,1282.48,128.248,0.04,2.32,146000,145514.7059,11.79
6155,85.44,85.44,97.5,97.5,135,132.5,100,0,1282.47,128.247,0.04,2.24,146000,145514.7059,11.79
6155,85.44,85.44,97.5,97.5,135,132.5,100,0,1282.51,128.251,0.04,2.16,145000,145514.7059,12
6156,85.44,85.44,97.5,97.5,135,132.5,100,0,1282.5,128.25,0.04,2.08,145500,145529.4118,11.9
6157,85.44,85.44,97.5,97.5,135,132.5,100,0,1282.5,128.25,0.03,2.12,146000,145529.4118,11.79
6158,85.5,85.5,97.5,97.5,135,132,100,-1.13,1282.75,128.275,0.03,2.36,145000,145514.7059,11.98
6159,85.44,85.44,97.5,97.5,135,132.5,100,1.13,1282.86,128.286,0.07,2.44,145000,145514.7059,12
6160,85.44,85.44,97.5,97.5,135,132.5,100,0,1282.98,128.298,0.08,2.72,145500,145470.5882,11.9
6160,85.44,85.44,97.5,97.5,135,132.5,100,0,1282.98,128.298,0.07,3.2,145500,145470.5882,11.9
6161,85.44,85.44,97.5,97.5,135,132.5,100,0,1283.07,128.307,0.08,3.68,145000,145485.2941,12
6162,85.44,85.44,97.5,97.5,135,132.5,100,0,1283.06,128.306,0.08,4.04,145500,145500,11.9
6164,85.5,85.5,97.5,97.5,135,132,100,-0.57,1283.07,128.307,0.04,4.4,145000,145485.2941,11.98
6165,85.56,85.56,97.5,97.5,135,131.5,100,-1.13,1283.42,128.342,0.09,4.88,145000,145455.8824,11.97
6165,85.5,85.5,97.5,97.5,135,132,100,0,1283.15,128.315,0.04,5.28,145500,145455.8824,11.88
6166,85.5,85.5,97.5,97.5,135,132,100,1.13,1283.24,128.324,0.09,5.8,145500,145470.5882,11.88
6167,85.5,85.5,97.5,97.5,135,132,100,0,1283.4,128.34,0.08,6.24,145500,145455.8824,11.88
6168,85.5,85.5,97.5,97.5,135,132,100,0,1283.56,128.356,0.08,6.48,146000,145441.1765,11.77
6170,85.56,85.56,97.5,97.5,135,131.5,100,-0.57,1283.66,128.366,0.06,6.72,146000,145441.1765,11.75
6170,85.56,85.56,97.5,97.5,135,131.5,100,0,1283.77,128.377,0.06,6.84,145500,145426.4706,11.86
6171,85.56,85.56,97.5,97.5,135,131.5,100,0,1283.75,128.375,0.09,6.96,145500,145397.0588,11.86
6172,85.56,85.56,97.5,97.5,135,131.5,100,0,1283.9,128.39,0.09,7,146000,145352.9412,11.75
6173,85.56,85.56,97.5,97.5,135,131.5,100,0,1283.88,128.388,0.1,7.04,145500,145352.9412,11.86
6174,85.56,85.56,97.5,97.5,135,131.5,100,0,1283.98,128.398,0.1,7.04,145000,145338.2353,11.97
6174,85.62,85.62,97.5,97.5,135,131,100,-1.13,1283.91,128.391,0.08,7.04,144500,145338.2353,12.05
6175,85.62,85.62,85.62,97.5,135,131,100,0,1283.94,128.394,0.08,6.84,145500,145367.6471,11.84
6176,85.62,85.62,97.5,97.5,135,131,100,0,1283.84,128.384,0.07,6.6,145500,145382.3529,11.84
6177,85.62,85.62,97.5,97.5,135,131,100,0,1284.01,128.401,0.07,6.48,146000,145323.5294,11.73
6178,85.62,85.62,97.5,97.5,135,131,100,0,1284.03,128.403,0.05,6.32,145500,145338.2353,11.84
6179,85.62,85.62,97.5,97.5,135,131,100,0,1283.96,128.396,0.05,6.16,144500,145352.9412,12.05
6179,85.62,85.62,97.5,97.5,135,131,100,0,1284,128.4,0.03,6.16,145500,145367.6471,11.84
6180,85.62,85.62,97.5,97.5,135,131,100,0,1284.04,128.404,0.03,5.92,146000,145382.3529,11.73
6181,85.62,85.62,97.5,97.5,135,131,100,0,1284.06,128.406,0.02,5.88,145500,145382.3529,11.84
6182,85.62,85.62,97.5,97.5,135,131,100,0,1284.26,128.426,0.02,5.6,145000,145382.3529,11.95
6183,85.62,85.62,97.5,97.5,135,131,100,0,1284.28,128.428,0.04,5.36,145500,145382.3529,11.84
6184,85.62,85.62,97.5,97.5,135,131,100,0,1284.21,128.421,0.04,5.08,145500,145367.6471,11.84
6184,85.62,85.62,97.5,97.5,135,131,100,0,1284.22,128.422,0.04,4.88,145000,145323.5294,11.95
6185,85.62,85.62,97.5,97.5,135,131,100,0,1284.19,128.419,0.04,4.6,143500,145323.5294,12.27
6186,85.62,85.62,97.5,97.5,135,131,100,0,1284.32,128.432,0.03,4.2,145500,145308.8235,11.84
6187,85.62,85.62,97.5,97.5,135,131,100,0,1284.16,128.416,0.03,3.88,145500,145294.1176,11.84
6188,85.62,85.62,97.5,97.5,135,131,100,0,1284.16,128.416,0.02,3.52,145000,145308.8235,11.95
6189,85.62,85.62,97.5,97.5,135,131,100,0,1284.16,128.416,0.02,3.16,146000,145308.8235,11.73
6189,85.62,85.62,97.5,97.5,135,139,100,18.09,1284.11,128.411,0.01,2.88,146000,145352.9412,11.73
6190,85.62,85.62,97.5,97.5,135,139,100,0,1284.19,128.419,0.01,2.64,143500,145352.9412,12.27
6191,85.56,85.56,97.5,97.5,135,139.5,100,1.13,1284.19,128.419,-0.01,2.44,145500,145352.9412,11.86
6192,85.56,85.56,97.5,97.5,135,139.5,100,0,1284.25,128.425,-0.01,2.2,146000,145323.5294,11.75
6193,85.56,85.56,97.5,97.5,135,139.5,100,0,1284.29,128.429,0.01,2.04,145500,145338.2353,11.86
6194,85.5,85.5,97.5,97.5,135,140,100,0,1284.26,128.426,0.01,1.84,145500,145367.6471,11.88
6194,85.5,85.5,97.5,97.5,135,140,100,1.13,1284.34,128.434,0.01,1.72,145500,145352.9412,11.88
6195,85.5,85.5,97.5,97.5,135,140,100,0,1284.35,128.435,0.01,1.56,145500,145352.9412,11.88
6196,85.44,85.44,97.5,97.5,135,140.5,100,1.13,1284.3,128.43,0.02,1.44,145500,145352.9412,11.9
6197,85.44,85.44,97.5,97.5,135,140.5,100,0,1284.24,128.424,0.02,1.36,145500,145367.6471,11.9
6198,85.44,85.44,97.5,97.5,135,140.5,100,0,1284.16,128.416,0.01,1.36,144500,145367.6471,12.11
6199,85.37,85.37,97.5,97.5,135,141,100,1.13,1284.25,128.425,0.01,1.2,145500,145367.6471,11.92
6199,85.31,85.31,97.5,97.5,135,141.5,100,1.13,1284.21,128.421,0,1.2,145000,145382.3529,12.04
6200,85.25,85.25,97.5,97.5,135,142,100,1.13,1284.13,128.413,0,1.36,145500,145426.4706,11.95
6201,85.25,85.25,97.5,97.5,135,142,100,0,1284.17,128.417,-0.01,1.56,146000,145426.4706,11.85
6202,85.25,85.25,97.5,97.5,135,142,100,0,1284.26,128.426,-0.01,1.8,145000,145426.4706,12.06
6203,85.19,85.19,97.5,97.5,135,142.5,100,1.13,1284.34,128.434,0,2.08,146000,145411.7647,11.87
6204,85.12,85.12,97.5,97.5,135,143,100,1.13,1284.69,128.469,0.04,2.36,145500,145397.0588,11.99
6204,85.19,85.19,97.5,97.5,135,142.5,100,0,1284.6,128.46,0,2.68,145500,145382.3529,11.97
6205,85.12,85.12,97.5,97.5,135,143,100,0,1284.81,128.481,0.04,2.8,145000,145470.5882,12.1
6206,85.12,85.12,97.5,97.5,135,143,100,0,1284.96,128.496,0.08,3,146000,145470.5882,11.88
6207,85.12,85.12,97.5,97.5,135,143,100,0,1284.89,128.489,0.08,3.04,145500,145455.8824,11.99
6208,85.06,85.06,97.5,97.5,135,143.5,100,1.13,1285.02,128.502,0.09,3,145000,145455.8824,12.12
6209,85.06,85.06,97.5,97.5,135,143.5,100,0,1285,128.5,0.09,2.84,146000,145441.1765,11.9
6209,85.06,85.06,97.5,97.5,135,143.5,100,0,1284.79,128.479,0.09,2.68,145500,145455.8824,12.01
6210,85.06,85.06,97.5,97.5,135,143.5,100,0,1284.63,128.463,0.09,2.6,145500,145455.8824,12.01
6211,85,85,97.5,97.5,135,144,100,1.13,1284.68,128.468,0.04,2.48,145500,145455.8824,12.03
6212,85,85,97.5,97.5,135,144,100,0,1284.61,128.461,0.04,2.4,145500,145470.5882,12.03
6213,85,85,97.5,97.5,135,144,100,0,1284.64,128.464,0,2.36,145500,145500,12.03
6213,85,85,97.5,97.5,135,144,100,0,1284.65,128.465,0,2.48,145000,145485.2941,12.13
6214,85,85,97.5,97.5,135,144,100,0,1284.62,128.462,-0.03,2.64,145500,145514.7059,12.03
6215,85,85,97.5,97.5,135,144,100,0,1284.85,128.485,-0.03,2.8,145500,145514.7059,12.03
6216,85,85,97.5,97.5,135,144,100,0,1284.85,128.485,-0.01,3,144500,145470.5882,12.24
6217,85,85,97.5,97.5,135,144,100,0,1284.84,128.484,-0.01,3.16,145500,145441.1765,12.03
6218,84.94,84.94,97.5,97.5,135,144.5,100,0,1284.94,128.494,0,3.28,145500,145397.0588,12.05
6218,84.94,84.94,97.5,97.5,135,144.5,100,1.13,1284.97,128.497,0,3.2,146500,145367.6471,11.84
6219,84.94,84.94,97.5,97.5,135,144.5,100,0,1284.99,128.499,0.04,3.28,145500,145338.2353,12.05
6220,84.94,84.94,97.5,97.5,135,144.5,100,0,1284.91,128.491,0.04,3.2,145500,145308.8235,12.05
6221,84.94,84.94,97.5,97.5,135,144.5,100,0,1284.97,128.497,0.04,3,145500,145264.7059,12.05
6222,84.94,84.94,97.5,97.5,135,144.5,100,0,1284.87,128.487,0.04,2.76,145000,145235.2941,12.15
6223,84.94,84.94,97.5,97.5,135,144.5,100,0,1284.82,128.482,0.03,2.52,146000,145191.1765,11.94
6223,84.94,84.94,97.5,97.5,135,144.5,100,0,1284.92,128.492,0.03,2.24,145500,145132.3529,12.05
6224,85,85,97.5,97.5,135,144,100,-1.13,1285.03,128.503,0.02,1.96,145500,145102.9412,12.03
6225,85,85,97.5,97.5,135,144,100,0,1285.09,128.509,0.02,1.8,146000,145073.5294,11.92
6227,85,85,97.5,97.5,135,144,100,0,1285.1,128.51,0.02,1.84,145500,145058.8235,12.03
6228,85,85,97.5,97.5,135,144,100,0,1285.16,128.516,0.03,1.84,145000,145029.4118,12.13
6228,85,85,97.5,97.5,135,144,100,0,1285.3,128.53,0.02,2,146000,145000,11.92
6229,85.06,85.06,97.5,97.5,135,143.5,100,-1.13,1285.13,128.513,0.03,2.04,145500,144985.2941,12.01
6231,85.06,85.06,97.5,97.5,135,143.5,100,0,1285.31,128.531,0.02,2.2,144500,144941.1765,12.22
6232,85.06,85.06,97.5,97.5,135,143.5,100,0,1285.35,128.535,0.02,2.32,144000,144911.7647,12.33
6233,85.06,85.06,97.5,97.5,135,143.5,100,0,1285.24,128.524,0.05,2.36,144500,144897.0588,12.22
6233,85.06,85.06,97.5,97.5,135,143.5,100,0,1285.34,128.534,0.05,2.36,144500,144867.6471,12.22
6234,85.12,85.12,97.5,97.5,135,143,100,-1.13,1285.26,128.526,0.04,2.32,144500,144823.5294,12.2
6235,85.12,85.12,97.56,97.56,135,143,100,0,1285.13,128.513,0.04,2.28,144000,144779.4118,12.31
6236,85.12,85.12,85.12,97.56,135,143,100,0,1285.18,128.518,0.01,2.12,144500,144735.2941,12.2
6237,85.12,85.12,97.5,97.5,135,143,100,0,1285.29,128.529,0.01,1.92,144500,144691.1765,12.2
6238,85.19,85.12,85.19,97.5,135,142.5,100,-1.13,1285.14,128.514,0,1.76,143500,144661.7647,12.4
6238,85.12,85.12,97.5,97.5,135,143,100,0,1285.13,128.513,0,1.64,144000,144632.3529,12.31
6239,85.19,85.19,97.56,97.56,135,142.5,100,0,1285.2,128.52,-0.01,1.56,144500,144573.5294,12.19
6240,85.19,85.19,97.5,97.5,135,142.5,100,0,1285.18,128.518,-0.01,1.44,144500,144544.1176,12.19
6241,85.19,85.19,97.56,97.56,135,142.5,100,0,1285.2,128.52,-0.01,1.36,145000,144514.7059,12.08
6242,85.25,85.25,97.56,97.56,135,142,100,0,1285.29,128.529,0,1.28,144500,144455.8824,12.17
6242,85.25,85.25,97.56,97.56,135,142,100,-1.13,1285.3,128.53,-0.01,1.2,144500,144411.7647,12.17
6243,85.25,85.25,97.56,97.56,135,142,100,0,1285.19,128.519,0,1.12,144500,144397.0588,12.17
6244,85.25,85.25,97.56,97.56,135,142,100,0,1285.27,128.527,0.01,1.08,144000,144338.2353,12.27
6245,85.31,85.31,97.5,97.5,135,141.5,100,-1.13,1285.25,128.525,0.01,1.04,144500,144308.8235,12.15
6246,85.37,85.37,97.56,97.56,135,141,100,-1.13,1285.19,128.519,0,1.08,144000,144308.8235,12.24
6247,85.44,85.37,85.44,97.56,135,140.5,100,-1.13,1285.21,128.521,0,1.08,144500,144323.5294,12.11
6247,85.37,85.37,97.5,97.5,135,141,100,0,1285.16,128.516,0,1,144000,144308.8235,12.24
6248,85.44,85.44,97.5,97.5,135,140.5,100,0,1285.24,128.524,0,1,145000,144279.4118,12
6249,85.44,85.44,97.56,97.56,135,140.5,100,0,1285.33,128.533,0.01,1.04,144000,144264.7059,12.22
6250,85.5,85.5,97.5,97.5,135,140,100,-1.13,1285.51,128.551,0.01,1.08,144000,144294.1176,12.2
6251,85.5,85.5,97.5,97.5,135,140,100,0,1285.42,128.542,0.02,1.24,144500,144279.4118,12.09
6252,85.56,85.56,97.56,97.56,135,139.5,100,-1.13,1285.57,128.557,0.03,1.28,144000,144264.7059,12.18
6252,85.5,85.5,97.56,97.56,135,140,100,0,1285.32,128.532,0.02,1.36,144000,144294.1176,12.2
6253,85.56,85.56,97.56,97.56,135,139.5,100,0,1285.68,128.568,0.03,1.44,144500,144308.8235,12.07
6254,85.62,85.62,97.56,97.56,135,139,100,-1.13,1285.53,128.553,0.05,1.56,144500,144294.1176,12.05
6255,85.62,85.62,97.56,97.56,135,139,100,0,1285.6,128.56,0.05,1.8,144000,144279.4118,12.16
6256,85.62,85.62,97.56,97.56,135,139,100,0,1285.56,128.556,0.05,2.04,144000,144264.7059,12.16
6257,85.62,85.62,97.56,97.56,135,139,100,0,1285.5,128.55,0.05,2.16,144500,144250,12.05
6257,85.62,85.62,97.56,97.56,135,139,100,0,1285.46,128.546,0.02,2.32,144000,144220.5882,12.16
6258,85.69,85.69,97.56,97.56,135,138.5,100,-1.13,1285.57,128.557,0.02,2.44,144500,144220.5882,12.04
6259,85.69,85.69,97.5,97.5,135,138.5,100,0,1285.62,128.562,0.02,2.52,144500,144235.2941,12.04
6260,85.75,85.75,97.56,97.56,135,138,100,-1.13,1285.76,128.576,0.02,2.6,144500,144220.5882,12.02
6261,85.75,85.75,85.75,97.56,135,138,100,0,1285.89,128.589,0.05,2.72,144000,144235.2941,12.13
6262,85.81,85.81,97.5,97.5,135,137.5,100,-1.13,1285.85,128.585,0.05,2.8,143500,144235.2941,12.22
6262,85.81,85.81,97.56,97.56,135,137.5,100,0,1285.78,128.578,0.03,2.8,144000,144220.5882,12.11
6263,85.81,85.81,97.5,97.5,135,137.5,100,0,1285.75,128.575,0.03,2.8,145000,144191.1765,11.89
6264,85.87,85.87,97.56,97.56,135,137,100,-1.13,1285.85,128.585,0.03,2.72,144000,144205.8824,12.09
6265,85.87,85.87,97.56,97.56,135,137,100,0,1285.85,128.585,0.03,2.76,144000,144220.5882,12.09
6266,85.87,85.87,97.56,97.56,135,137,100,0,1285.67,128.567,0.03,2.64,144500,144220.5882,11.98
6267,85.87,85.87,97.56,97.56,135,137,100,0,1285.75,128.575,0.03,2.6,144500,144235.2941,11.98
6267,85.87,85.87,97.56,97.56,135,137,100,0,1285.76,128.576,0.02,2.56,144000,144250,12.09
6269,85.87,85.87,97.56,97.56,135,137,100,0,1285.69,128.569,0,2.48,144000,144250,12.09
6270,85.87,85.87,97.56,97.56,135,137,100,0,1285.74,128.574,0,2.48,144500,144235.2941,11.98
6271,85.87,85.87,97.5,97.5,135,137,100,0,1285.81,128.581,-0.01,2.48,144000,144250,12.09
6272,85.87,85.87,85.87,97.5,135,137,100,0,1286.01,128.601,0.02,2.44,143500,144264.7059,12.2
6272,85.87,85.87,97.56,97.56,135,137,100,0,1285.88,128.588,-0.01,2.4,144500,144250,11.98
6273,85.87,85.87,97.5,97.5,135,137,100,0,1285.92,128.592,0.02,2.52,144500,144250,11.98
6274,85.87,85.87,97.5,97.5,135,137,100,0,1286,128.6,0.01,2.64,144000,144235.2941,12.09
6275,85.87,85.87,97.56,97.56,135,137,100,0,1286.12,128.612,0.01,2.76,144500,144220.5882,11.98
6276,85.87,85.87,97.56,97.56,135,137,100,0,1286.13,128.613,0.05,2.88,144500,144220.5882,11.98
6276,85.87,85.87,97.56,97.56,135,137,100,0,1286.15,128.615,0.05,2.92,143500,144235.2941,12.2
6277,85.87,85.87,97.56,97.56,135,137,100,0,1286,128.6,0.04,2.96,144000,144250,12.09
6278,85.87,85.87,97.56,97.56,135,137,100,0,1286.03,128.603,0.04,3.08,144500,144264.7059,11.98
6279,85.87,85.87,97.56,97.56,135,137,100,0,1286.3,128.63,0.05,3.2,144500,144235.2941,11.98
6280,85.87,85.87,97.5,97.5,135,137,100,0,1286.36,128.636,0.05,3.48,144500,144235.2941,11.98
6281,85.81,85.81,97.56,97.56,135,137.5,100,0,1286.45,128.645,0.05,3.76,144500,144235.2941,12
6281,85.81,85.81,85.81,97.56,135,137.5,100,1.14,1286.3,128.63,0.05,4.08,144500,144220.5882,12
6282,85.81,85.81,97.56,97.56,135,137.5,100,0,1286.5,128.65,0.06,4.4,144500,144205.8824,12
6283,85.81,85.81,97.56,97.56,135,137.5,100,0,1286.55,128.655,0.06,4.72,144000,144220.5882,12.11
6284,85.81,85.81,97.56,97.56,135,137.5,100,0,1286.66,128.666,0.06,5.12,144500,144235.2941,12
6285,85.81,85.81,97.56,97.56,135,137.5,100,0,1286.79,128.679,0.06,5.4,144500,144220.5882,12
6286,85.87,85.87,97.56,97.56,135,137,100,-1.13,1286.97,128.697,0.1,5.72,144000,144220.5882,12.09
6286,85.87,85.87,97.56,97.56,135,137,100,0,1287.03,128.703,0.1,5.96,144000,144264.7059,12.09
6287,85.87,85.87,97.5,97.5,135,137,100,0,1287.16,128.716,0.11,6.32,144000,144250,12.09
6288,85.94,85.94,97.56,97.56,135,136.5,100,-1.13,1287.27,128.727,0.11,6.52,144000,144205.8824,12.07
6289,85.94,85.94,97.56,97.56,135,136.5,100,0,1287.11,128.711,0.1,6.76,144500,144235.2941,11.96
6290,85.94,85.94,97.56,97.56,135,136.5,100,0,1287.02,128.702,0.1,6.92,144500,144220.5882,11.96
6291,86,86,97.56,97.56,135,144,100,0,1287.22,128.722,0.07,6.92,144000,144205.8824,12.05
6291,86,86,97.56,97.56,135,144,100,16.94,1287.1,128.71,0.07,6.8,144500,144235.2941,11.94
6292,86,86,97.56,97.56,135,144,100,0,1287.28,128.728,0.08,6.72,144000,144250,12.05
6293,86,86,97.56,97.56,135,144,100,0,1287.51,128.751,0.08,6.8,144000,144220.5882,12.05
6294,86,86,97.56,97.56,135,144,100,0,1287.43,128.743,0.07,6.84,144000,144220.5882,12.05
6295,86,86,97.56,97.56,135,144,100,0,1287.48,128.748,0.07,6.84,144000,144220.5882,12.05
6296,86.06,86.06,97.56,97.56,135,143.5,100,-1.13,1287.51,128.751,0.05,6.84,144000,144205.8824,12.03
6296,86.06,86.06,97.56,97.56,135,143.5,100,0,1287.46,128.746,0.05,6.68,144500,144191.1765,11.92
6298,86.06,86.06,97.56,97.56,135,143.5,100,0,1287.51,128.751,0.02,6.48,144500,144176.4706,11.92
6299,86.06,86.06,97.56,97.56,135,143.5,100,0,1287.57,128.757,0.02,6.32,144000,144176.4706,12.03
6300,86.12,86.12,97.56,97.56,135,143,100,-1.13,1287.61,128.761,0.06,6.2,144000,144176.4706,12.01
6301,86.12,86.12,97.56,97.56,135,143,100,0,1287.64,128.764,0.06,6.04,145000,144102.9412,11.8
6301,86.12,86.12,97.56,97.56,135,143,100,0,1287.63,128.763,0.05,5.76,144000,144117.6471,12.01
6302,86.12,86.12,97.56,97.56,135,143,100,0,1287.55,128.755,0.05,5.44,143000,144147.0588,12.23
6303,86.12,86.12,97.56,97.56,135,143,100,0,1287.55,128.755,0.01,5.08,145000,144132.3529,11.8
6304,86.12,86.12,97.56,97.56,135,143,100,0,1287.6,128.76,0.01,4.76,144000,144147.0588,12.01
6305,86.12,86.12,97.56,97.56,135,143,100,0,1287.65,128.765,0.02,4.48,144000,144147.0588,12.01
6306,86.19,86.19,97.56,97.56,135,142.5,100,0,1287.74,128.774,0.03,4.28,144500,144147.0588,11.89
6306,86.19,86.19,97.56,97.56,135,142.5,100,-1.13,1287.69,128.769,0.02,4.2,144500,144161.7647,11.89
6307,86.19,86.19,97.56,97.56,135,142.5,100,0,1287.7,128.77,0.03,4.12,143500,144147.0588,12.1
6308,86.19,86.19,97.56,97.56,135,142.5,100,0,1287.81,128.781,0.02,4,144500,144161.7647,11.89
6309,86.19,86.19,97.56,97.56,135,142.5,100,0,1287.81,128.781,0.02,3.84,144500,144132.3529,11.89
6310,86.19,86.19,97.56,97.56,135,142.5,100,0,1287.92,128.792,0.03,3.72,144000,144147.0588,11.99
6310,86.19,86.19,97.56,97.56,135,142.5,100,0,1287.95,128.795,0.03,3.52,144000,144147.0588,11.99
6311,86.19,86.19,97.56,97.56,135,142.5,100,0,1287.98,128.798,0.05,3.4,144000,144161.7647,11.99
6312,86.19,86.19,97.56,97.56,135,142.5,100,0,1288.03,128.803,0.05,3.4,144000,144161.7647,11.99
6313,86.19,86.19,86.19,97.56,135,142.5,100,0,1288.06,128.806,0.05,3.52,144500,144132.3529,11.89
6314,86.19,86.19,97.56,97.56,135,142.5,100,0,1288.03,128.803,0.05,3.56,142000,144147.0588,12.43
6315,86.25,86.25,97.56,97.56,135,142,100,-1.13,1288,128.8,0.04,3.44,144500,144161.7647,11.87
6315,86.25,86.25,97.56,97.56,135,142,100,0,1287.84,128.784,0.04,3.48,145000,144147.0588,11.76
6316,86.25,86.25,97.56,97.56,135,142,100,0,1288,128.8,0.02,3.56,143500,144147.0588,12.08
6317,86.25,86.25,97.56,97.56,135,142,100,0,1288.25,128.825,0.02,3.68,144500,144191.1765,11.87
6318,86.31,86.31,97.56,97.56,135,141.5,100,-1.13,1288.33,128.833,0.05,3.96,144500,144161.7647,11.85
6319,86.31,86.31,97.56,97.56,135,141.5,100,0,1288.34,128.834,0.05,4.16,144500,144161.7647,11.85
6320,86.31,86.31,97.56,97.56,135,141.5,100,0,1288.45,128.845,0.03,4.32,144500,144176.4706,11.85
6321,86.31,86.31,97.56,97.56,135,141.5,100,0,1288.53,128.853,0.03,4.32,144000,144161.7647,11.96
6322,86.31,86.31,97.56,97.56,135,141.5,100,0,1288.73,128.873,0.07,4.36,144500,144147.0588,11.85
6323,86.37,86.37,97.56,97.56,135,141,100,-1.13,1288.68,128.868,0.07,4.36,143000,144176.4706,12.16
6324,86.31,86.31,97.56,97.56,135,141.5,100,1.13,1288.61,128.861,0.08,4.4,144500,144191.1765,11.85
6325,86.31,86.31,97.56,97.56,135,141.5,100,0,1288.38,128.838,0.08,4.36,144000,144191.1765,11.96
6325,86.31,86.31,97.56,97.56,135,141.5,100,0,1288.4,128.84,0.06,4.28,144500,144191.1765,11.85
6326,86.31,86.31,97.56,97.56,135,141.5,100,0,1288.44,128.844,0.06,4.28,144500,144220.5882,11.85
6327,86.37,86.37,97.56,97.56,135,141,100,-1.13,1288.6,128.86,0.03,4.2,143500,144220.5882,12.05
6328,86.37,86.37,97.56,97.56,135,141,100,0,1288.58,128.858,0.03,4.16,144500,144220.5882,11.83
6329,86.31,86.31,97.56,97.56,135,141.5,100,1.13,1288.62,128.862,0.03,4.12,144500,144220.5882,11.85
6330,86.37,86.37,97.56,97.56,135,141,100,-1.13,1288.74,128.874,0.03,4.04,144500,144264.7059,11.83
6330,86.31,86.31,97.56,97.56,135,141.5,100,1.13,1288.69,128.869,0.01,4,144000,144264.7059,11.96
6331,86.31,86.31,97.56,97.56,135,141.5,100,0,1288.89,128.889,0.01,3.92,144500,144250,11.85
6332,86.31,86.31,97.56,97.56,135,141.5,100,0,1288.88,128.888,0.03,3.92,144000,144264.7059,11.96
6333,86.31,86.31,97.56,97.56,135,141.5,100,0,1288.73,128.873,0.03,3.96,144000,144264.7059,11.96
6334,86.31,86.31,97.56,97.56,135,141.5,100,0,1288.74,128.874,0.04,3.88,144500,144250,11.85
6335,86.25,86.25,97.56,97.56,135,142,100,1.13,1288.71,128.871,0.04,3.76,144000,144250,11.97
6335,86.25,86.25,97.56,97.56,135,142,100,0,1288.81,128.881,0.03,3.72,144000,144250,11.97
6336,86.25,86.25,97.56,97.56,135,142,100,0,1288.84,128.884,0.03,3.72,144500,144250,11.87
6337,86.19,86.19,97.56,97.56,135,142.5,100,1.13,1288.76,128.876,0.02,3.56,145000,144235.2941,11.78
6338,86.19,86.19,97.56,97.56,135,142.5,100,0,1288.96,128.896,0.02,3.36,144500,144250,11.89
6339,86.19,86.19,97.56,97.56,135,142.5,100,0,1288.97,128.897,0.03,3.12,144000,144250,11.99
6339,86.12,86.12,97.56,97.56,135,143,100,1.13,1289.07,128.907,0.03,2.92,145000,144250,11.8
6340,86.12,86.12,97.56,97.56,135,143,100,0,1289.06,128.906,0.02,2.8,144000,144235.2941,12.01
6341,86.12,86.12,97.56,97.56,135,143,100,0,1289.1,128.91,0.02,2.56,144000,144235.2941,12.01
6342,86.06,86.06,97.56,97.56,135,143.5,100,1.13,1288.88,128.888,0.03,2.44,144500,144264.7059,11.92
6343,86.06,86.06,97.56,97.56,135,143.5,100,0,1288.94,128.894,0.03,2.32,143500,144264.7059,12.14
6344,86.06,86.06,86.06,97.56,135,143.5,100,0,1288.98,128.898,0.02,2.2,144500,144264.7059,11.92
6344,86,86,97.56,97.56,135,144,100,1.13,1289.04,128.904,0.02,2.12,144500,144264.7059,11.94
6345,86,86,97.56,97.56,135,144,100,0,1289.06,128.906,0.03,2.12,144000,144235.2941,12.05
6346,86,86,97.56,97.56,135,144,100,0,1288.91,128.891,0.03,2.04,144500,144220.5882,11.94
6347,85.94,85.94,97.56,97.56,135,144.5,100,1.13,1288.96,128.896,0,1.88,144000,144235.2941,12.07
6348,85.87,85.87,97.56,97.56,135,145,100,1.13,1289.03,128.903,0,1.64,144500,144250,11.98
6349,85.87,85.87,97.56,97.56,135,145,100,0,1289.05,128.905,0,1.36,144500,144235.2941,11.98
